systematic,gene,sgd
YJL115W,ASF1,S000003651
YJL116C,NCA3,S000003652
YJL117W,PHO86,S000003653
YJL118W,YJL118W,S000003654
YJL119C,YJL119C,S000003655
YJL120W,YJL120W,S000003656
YJL121C,RPE1,S000003657
YJL122W,ALB1,S000003658
YJL123C,MTC1,S000003659
YJL124C,LSM1,S000003660
YJL125C,GCD14,S000003661
YJL126W,NIT2,S000003662
YJL127C,SPT10,S000003663
YJL127C-B,YJL127C-B,S000028522
YJL127W-A,YJL127W-A,S000007612
YJL128C,PBS2,S000003664
YJL129C,TRK1,S000003665
YJL130C,URA2,S000003666
YJL131C,AIM23,S000003667
YJL132W,YJL132W,S000003668
YJL133C-A,YJL133C-A,S000028805
YJL133W,MRS3,S000003669
YJL134W,LCB3,S000003670
YJL135W,YJL135W,S000003671
YJL136C,RPS21B,S000003672
YJL136W-A,YJL136W-A,S000028806
YJL137C,GLG2,S000003673
YJL138C,TIF2,S000003674
YJL139C,YUR1,S000003675
YJL140W,RPB4,S000003676
YJL141C,YAK1,S000003677
YJL142C,IRC9,S000003678
YJL143W,TIM17,S000003679
YJL144W,YJL144W,S000003680
YJL145W,SFH5,S000003681
YJL146W,IDS2,S000003682
YJL147C,YJL147C,S000003683
YJL148W,RPA34,S000003684
YJL149W,DAS1,S000003685
YJL150W,YJL150W,S000003686
YJL151C,SNA3,S000003687
YJL152W,YJL152W,S000003688
YJL153C,INO1,S000003689
YJL154C,VPS35,S000003690
YJL155C,FBP26,S000003691
YJL156C,SSY5,S000003692
YJL156W-A,YJL156W-A,S000007613
YJL157C,FAR1,S000003693
YJL158C,CIS3,S000003694
YJL159W,HSP150,S000003695
YJL160C,YJL160C,S000003696
YJL161W,FMP33,S000003697
YJL162C,JJJ2,S000003698
YJL163C,YJL163C,S000003699
YJL164C,TPK1,S000003700
YJL165C,HAL5,S000003701
YJL166W,QCR8,S000003702
YJL167W,ERG20,S000003703
YJL168C,SET2,S000003704
YJL169W,YJL169W,S000003705
YJL170C,ASG7,S000003706
YJL171C,YJL171C,S000003707
YJL172W,CPS1,S000003708
YJL173C,RFA3,S000003709
YJL174W,KRE9,S000003710
YJL175W,YJL175W,S000003711
YJL176C,SWI3,S000003712
YJL177W,RPL17B,S000003713
YJL178C,ATG27,S000003714
YJL179W,PFD1,S000003715
YJL180C,ATP12,S000003716
YJL181W,YJL181W,S000003717
YJL182C,YJL182C,S000003718
YJL183W,MNN11,S000003719
YJL184W,GON7,S000003720
YJL185C,ATG36,S000003721
YJL186W,MNN5,S000003722
YJL187C,SWE1,S000003723
YJL188C,BUD19,S000003724
YJL189W,RPL39,S000003725
YJL190C,RPS22A,S000003726
YJL191W,RPS14B,S000003727
YJL192C,SOP4,S000003728
YJL193W,YJL193W,S000003729
YJL194W,CDC6,S000003730
YJL195C,YJL195C,S000003731
YJL196C,ELO1,S000003732
YJL197C-A,YJL197C-A,S000028839
YJL197W,UBP12,S000003733
YJL198W,PHO90,S000003734
YJL199C,MBB1,S000003735
YJL200C,ACO2,S000003736
YJL201W,ECM25,S000003737
YJL202C,YJL202C,S000003738
YJL203W,PRP21,S000003739
YJL204C,RCY1,S000003740
YJL205C,NCE101,S000003742
YJL206C,YJL206C,S000003741
YJL207C,LAA1,S000003743
YJL208C,NUC1,S000003744
YJL209W,CBP1,S000003745
YJL210W,PEX2,S000003746
YJL211C,YJL211C,S000003747
YJL212C,OPT1,S000003748
YJL213W,YJL213W,S000003749
YJL214W,HXT8,S000003750
YJL215C,YJL215C,S000003751
YJL216C,IMA5,S000003752
YJL217W,REE1,S000003753
YJL218W,YJL218W,S000003754
YJL219W,HXT9,S000003755
YJL220W,YJL220W,S000003756
YJL221C,IMA4,S000003757
YJL222W,VTH2,S000003758
YJL222W-A,YJL222W-A,S000028663
YJL222W-B,YJL222W-B,S000028664
YJL223C,PAU1,S000003759
YJL225C,YJL225C,S000003760
YJL225W-A,YJL225W-A,S000028665
YJR001W,AVT1,S000003761
YJR002W,MPP10,S000003762
YJR003C,YJR003C,S000003763
YJR004C,SAG1,S000003764
YJR005C-A,LSO1,S000028523
YJR005W,APL1,S000003765
YJR006W,POL31,S000003766
YJR007W,SUI2,S000003767
YJR008W,MHO1,S000003768
YJR009C,TDH2,S000003769
YJR010C-A,SPC1,S000003770
YJR010W,MET3,S000003771
YJR011C,YJR011C,S000003772
YJR012C,YJR012C,S000003773
YJR013W,GPI14,S000003774
YJR014W,TMA22,S000003775
YJR015W,YJR015W,S000003776
YJR016C,ILV3,S000003777
YJR017C,ESS1,S000003778
YJR018W,YJR018W,S000003779
YJR019C,TES1,S000003780
YJR020W,YJR020W,S000003781
YJR021C,REC107,S000003782
YJR022W,LSM8,S000003783
YJR023C,YJR023C,S000003784
YJR024C,MDE1,S000003785
YJR025C,BNA1,S000003786
YJR026W,YJR026W,S000003787
YJR027W,YJR027W,S000003788
YJR028W,YJR028W,S000003789
YJR029W,YJR029W,S000003790
YJR030C,YJR030C,S000003791
YJR031C,GEA1,S000003792
YJR032W,CPR7,S000003793
YJR033C,RAV1,S000003794
YJR034W,PET191,S000003795
YJR035W,RAD26,S000003796
YJR036C,HUL4,S000003797
YJR037W,YJR037W,S000003798
YJR038C,YJR038C,S000003799
YJR039W,YJR039W,S000003800
YJR040W,GEF1,S000003801
YJR041C,URB2,S000003802
YJR042W,NUP85,S000003803
YJR043C,POL32,S000003804
YJR044C,VPS55,S000003805
YJR045C,SSC1,S000003806
YJR046W,TAH11,S000003807
YJR047C,ANB1,S000003808
YJR048W,CYC1,S000003809
YJR049C,UTR1,S000003810
YJR050W,ISY1,S000003811
YJR051W,OSM1,S000003812
YJR052W,RAD7,S000003813
YJR053W,BFA1,S000003814
YJR054W,KCH1,S000003815
YJR055W,HIT1,S000003816
YJR056C,YJR056C,S000003817
YJR057W,CDC8,S000003818
YJR058C,APS2,S000003819
YJR059W,PTK2,S000003820
YJR060W,CBF1,S000003821
YJR061W,YJR061W,S000003822
YJR062C,NTA1,S000003823
YJR063W,RPA12,S000003824
YJR064W,CCT5,S000003825
YJR065C,ARP3,S000003826
YJR066W,TOR1,S000003827
YJR067C,YAE1,S000003828
YJR068W,RFC2,S000003829
YJR069C,HAM1,S000003830
YJR070C,LIA1,S000003831
YJR071W,YJR071W,S000003832
YJR072C,NPA3,S000003833
YJR073C,OPI3,S000003834
YJR074W,MOG1,S000003835
YJR075W,HOC1,S000003836
YJR076C,CDC11,S000003837
YJR077C,MIR1,S000003838
YJR078W,BNA2,S000003839
YJR079W,YJR079W,S000003840
YJR080C,AIM24,S000003841
YJR082C,EAF6,S000003842
YJR083C,ACF4,S000003843
YJR084W,YJR084W,S000003844
YJR085C,YJR085C,S000003845
YJR086W,STE18,S000003846
YJR087W,YJR087W,S000003847
YJR088C,EMC2,S000003848
YJR089W,BIR1,S000003849
YJR090C,GRR1,S000003850
YJR091C,JSN1,S000003851
YJR092W,BUD4,S000003852
YJR093C,FIP1,S000003853
YJR094C,IME1,S000003854
YJR094W-A,RPL43B,S000003855
YJR095W,SFC1,S000003856
YJR096W,YJR096W,S000003857
YJR097W,JJJ3,S000003858
YJR098C,YJR098C,S000003859
YJR099W,YUH1,S000003860
YJR100C,AIM25,S000003861
YJR101W,RSM26,S000003862
YJR102C,VPS25,S000003863
YJR103W,URA8,S000003864
YJR104C,SOD1,S000003865
YJR105W,ADO1,S000003866
YJR106W,ECM27,S000003867
YJR107W,YJR107W,S000003868
YJR108W,ABM1,S000003869
YJR109C,CPA2,S000003870
YJR110W,YMR1,S000003871
YJR111C,YJR111C,S000003872
YJR112W,NNF1,S000003873
YJR112W-A,YJR112W-A,S000028513
YJR113C,RSM7,S000003874
YJR114W,YJR114W,S000003875
YJR115W,YJR115W,S000003876
YJR116W,TDA4,S000003877
YJR117W,STE24,S000003878
YJR118C,ILM1,S000003879
YJR119C,JHD2,S000003880
YJR120W,YJR120W,S000003881
YJR121W,ATP2,S000003882
YJR122W,IBA57,S000003883
YJR123W,RPS5,S000003884
YJR124C,YJR124C,S000003885
YJR125C,ENT3,S000003886
YJR126C,VPS70,S000003887
YJR127C,RSF2,S000003888
YJR128W,YJR128W,S000003889
YJR129C,EFM3,S000003890
YJR130C,STR2,S000003891
YJR131W,MNS1,S000003892
YJR132W,NMD5,S000003893
YJR133W,XPT1,S000003894
YJR134C,SGM1,S000003895
YJR135C,MCM22,S000003896
YJR135W-A,TIM8,S000007348
YJR136C,TTI2,S000003897
YJR137C,MET5,S000003898
YJR138W,IML1,S000003899
YJR139C,HOM6,S000003900
YJR140C,HIR3,S000003901
YJR140W-A,YJR140W-A,S000028666
YJR141W,YJR141W,S000003902
YJR142W,YJR142W,S000003903
YJR143C,PMT4,S000003904
YJR144W,MGM101,S000003905
YJR145C,RPS4A,S000003906
YJR146W,YJR146W,S000003907
YJR147W,HMS2,S000003908
YJR148W,BAT2,S000003909
YJR149W,YJR149W,S000003910
YJR150C,DAN1,S000003911
YJR151C,DAN4,S000003912
YJR151W-A,YJR151W-A,S000028557
YJR152W,DAL5,S000003913
YJR153W,PGU1,S000003914
YJR154W,YJR154W,S000003915
YJR155W,AAD10,S000003916
YJR156C,THI11,S000003917
YJR157W,YJR157W,S000003918
YJR158W,HXT16,S000003919
YJR159W,SOR1,S000003920
YJR160C,MPH3,S000003921
YJR161C,COS5,S000003922
YJR162C,YJR162C,S000003923
YKL001C,MET14,S000001484
YKL002W,DID4,S000001485
YKL003C,MRP17,S000001486
YKL004W,AUR1,S000001487
YKL005C,BYE1,S000001488
YKL006C-A,SFT1,S000002101
YKL006W,RPL14A,S000001489
YKL007W,CAP1,S000001490
YKL008C,LAC1,S000001491
YKL009W,MRT4,S000001492
YKL010C,UFD4,S000001493
YKL011C,CCE1,S000001494
YKL012W,PRP40,S000001495
YKL013C,ARC19,S000001496
YKL014C,URB1,S000001497
YKL015W,PUT3,S000001498
YKL016C,ATP7,S000001499
YKL017C,HCS1,S000001500
YKL018C-A,YKL018C-A,S000007615
YKL018W,SWD2,S000001501
YKL019W,RAM2,S000001502
YKL020C,SPT23,S000001503
YKL021C,MAK11,S000001504
YKL022C,CDC16,S000001505
YKL023C-A,YKL023C-A,S000113559
YKL023W,YKL023W,S000001506
YKL024C,URA6,S000001507
YKL025C,PAN3,S000001508
YKL026C,GPX1,S000001509
YKL027W,TCD2,S000001510
YKL028W,TFA1,S000001511
YKL029C,MAE1,S000001512
YKL030W,YKL030W,S000001513
YKL031W,YKL031W,S000001514
YKL032C,IXR1,S000001515
YKL033W,TTI1,S000001516
YKL033W-A,YKL033W-A,S000007242
YKL034W,TUL1,S000001517
YKL035W,UGP1,S000001518
YKL036C,YKL036C,S000001519
YKL037W,AIM26,S000001520
YKL038W,RGT1,S000001521
YKL039W,PTM1,S000001522
YKL040C,NFU1,S000001523
YKL041W,VPS24,S000001524
YKL042W,SPC42,S000001525
YKL043W,PHD1,S000001526
YKL044W,YKL044W,S000001527
YKL045W,PRI2,S000001528
YKL046C,DCW1,S000001529
YKL047W,ANR2,S000001530
YKL048C,ELM1,S000001531
YKL049C,CSE4,S000001532
YKL050C,YKL050C,S000001533
YKL051W,SFK1,S000001534
YKL052C,ASK1,S000001535
YKL053C-A,MDM35,S000007243
YKL053W,YKL053W,S000001536
YKL054C,DEF1,S000001537
YKL055C,OAR1,S000001538
YKL056C,TMA19,S000001539
YKL057C,NUP120,S000001540
YKL058W,TOA2,S000001541
YKL059C,MPE1,S000001542
YKL060C,FBA1,S000001543
YKL061W,BLI1,S000001544
YKL062W,MSN4,S000001545
YKL063C,YKL063C,S000001546
YKL064W,MNR2,S000001547
YKL065C,YET1,S000001548
YKL065W-A,YKL065W-A,S000113563
YKL066W,YKL066W,S000001549
YKL067W,YNK1,S000001550
YKL068W,NUP100,S000001551
YKL068W-A,YKL068W-A,S000028524
YKL069W,YKL069W,S000001552
YKL070W,YKL070W,S000001553
YKL071W,YKL071W,S000001554
YKL072W,STB6,S000001555
YKL073W,LHS1,S000001556
YKL074C,MUD2,S000001557
YKL075C,YKL075C,S000001558
YKL076C,PSY1,S000001559
YKL077W,YKL077W,S000001560
YKL078W,DHR2,S000001561
YKL079W,SMY1,S000001562
YKL080W,VMA5,S000001563
YKL081W,TEF4,S000001564
YKL082C,RRP14,S000001565
YKL083W,YKL083W,S000001566
YKL084W,HOT13,S000001567
YKL085W,MDH1,S000001568
YKL086W,SRX1,S000001569
YKL087C,CYT2,S000001570
YKL088W,CAB3,S000001571
YKL089W,MIF2,S000001572
YKL090W,CUE2,S000001573
YKL091C,YKL091C,S000001574
YKL092C,BUD2,S000001575
YKL093W,MBR1,S000001576
YKL094W,YJU3,S000001577
YKL095W,YJU2,S000001578
YKL096C-B,YKL096C-B,S000028667
YKL096W,CWP1,S000001579
YKL096W-A,CWP2,S000001956
YKL097C,YKL097C,S000001580
YKL098W,MTC2,S000001581
YKL099C,UTP11,S000001582
YKL100C,YPF1,S000001583
YKL100W-A,YKL100W-A,S000028840
YKL101W,HSL1,S000001584
YKL102C,YKL102C,S000001585
YKL103C,APE1,S000001586
YKL104C,GFA1,S000001587
YKL105C,SEG2,S000001588
YKL106C-A,YKL106C-A,S000007616
YKL106W,AAT1,S000001589
YKL107W,YKL107W,S000001590
YKL108W,SLD2,S000001591
YKL109W,HAP4,S000001592
YKL110C,KTI12,S000001593
YKL111C,YKL111C,S000001594
YKL112W,ABF1,S000001595
YKL113C,RAD27,S000001596
YKL114C,APN1,S000001597
YKL115C,YKL115C,S000001598
YKL116C,PRR1,S000001599
YKL117W,SBA1,S000001600
YKL118W,YKL118W,S000001601
YKL119C,VPH2,S000001602
YKL120W,OAC1,S000001603
YKL121W,DGR2,S000001604
YKL122C,SRP21,S000001605
YKL123W,YKL123W,S000001606
YKL124W,SSH4,S000001607
YKL125W,RRN3,S000001608
YKL126W,YPK1,S000001609
YKL127W,PGM1,S000001610
YKL128C,PMU1,S000001611
YKL129C,MYO3,S000001612
YKL130C,SHE2,S000001613
YKL131W,YKL131W,S000001614
YKL132C,RMA1,S000001615
YKL133C,YKL133C,S000001616
YKL134C,OCT1,S000001617
YKL135C,APL2,S000001618
YKL136W,YKL136W,S000001619
YKL137W,CMC1,S000001620
YKL138C,MRPL31,S000001621
YKL138C-A,HSK3,S000028421
YKL139W,CTK1,S000001622
YKL140W,TGL1,S000001623
YKL141W,SDH3,S000001624
YKL142W,MRP8,S000001625
YKL143W,LTV1,S000001626
YKL144C,RPC25,S000001627
YKL145W,RPT1,S000001628
YKL145W-A,YKL145W-A,S000028841
YKL146W,AVT3,S000001629
YKL147C,YKL147C,S000001630
YKL148C,SDH1,S000001631
YKL149C,DBR1,S000001632
YKL150W,MCR1,S000001633
YKL151C,YKL151C,S000001634
YKL152C,GPM1,S000001635
YKL153W,YKL153W,S000001636
YKL154W,SRP102,S000001637
YKL155C,RSM22,S000001638
YKL156C-A,YKL156C-A,S000028668
YKL156W,RPS27A,S000001639
YKL157W,APE2,S000001640
YKL159C,RCN1,S000001642
YKL160W,ELF1,S000001643
YKL161C,KDX1,S000001644
YKL162C,YKL162C,S000001645
YKL162C-A,YKL162C-A,S000007244
YKL163W,PIR3,S000001646
YKL164C,PIR1,S000001647
YKL165C,MCD4,S000001648
YKL165C-A,YKL165C-A,S000007617
YKL166C,TPK3,S000001649
YKL167C,MRP49,S000001650
YKL168C,KKQ8,S000001651
YKL169C,YKL169C,S000001652
YKL170W,MRPL38,S000001653
YKL171W,NNK1,S000001654
YKL172W,EBP2,S000001655
YKL173W,SNU114,S000001656
YKL174C,TPO5,S000001657
YKL175W,ZRT3,S000001658
YKL176C,LST4,S000001659
YKL177W,YKL177W,S000001660
YKL178C,STE3,S000001661
YKL179C,COY1,S000001662
YKL180W,RPL17A,S000001663
YKL181W,PRS1,S000001664
YKL182W,FAS1,S000001665
YKL183C-A,YKL183C-A,S000028558
YKL183W,LOT5,S000001666
YKL184W,SPE1,S000001667
YKL185W,ASH1,S000001668
YKL186C,MTR2,S000001669
YKL187C,FAT3,S000001670
YKL188C,PXA2,S000001671
YKL189W,HYM1,S000001672
YKL190W,CNB1,S000001673
YKL191W,DPH2,S000001674
YKL192C,ACP1,S000001675
YKL193C,SDS22,S000001676
YKL194C,MST1,S000001677
YKL195W,MIA40,S000001678
YKL196C,YKT6,S000001679
YKL197C,PEX1,S000001680
YKL198C,PTK1,S000001681
YKL201C,MNN4,S000001684
YKL202W,YKL202W,S000001685
YKL203C,TOR2,S000001686
YKL204W,EAP1,S000001687
YKL205W,LOS1,S000001688
YKL206C,ADD66,S000001689
YKL207W,EMC3,S000001690
YKL208W,CBT1,S000001691
YKL209C,STE6,S000001692
YKL210W,UBA1,S000001693
YKL211C,TRP3,S000001694
YKL212W,SAC1,S000001695
YKL213C,DOA1,S000001696
YKL214C,YRA2,S000001697
YKL215C,OXP1,S000001698
YKL216W,URA1,S000001699
YKL217W,JEN1,S000001700
YKL218C,SRY1,S000001701
YKL219W,COS9,S000001702
YKL220C,FRE2,S000001703
YKL221W,MCH2,S000001704
YKL222C,YKL222C,S000001705
YKL223W,YKL223W,S000001706
YKL224C,PAU16,S000001707
YKL225W,YKL225W,S000001708
YKR001C,VPS1,S000001709
YKR002W,PAP1,S000001710
YKR003W,OSH6,S000001711
YKR004C,ECM9,S000001712
YKR005C,YKR005C,S000001713
YKR006C,MRPL13,S000001714
YKR007W,MEH1,S000001715
YKR008W,RSC4,S000001716
YKR009C,FOX2,S000001717
YKR010C,TOF2,S000001718
YKR011C,YKR011C,S000001719
YKR012C,YKR012C,S000001720
YKR013W,PRY2,S000001721
YKR014C,YPT52,S000001722
YKR015C,YKR015C,S000001723
YKR016W,MIC60,S000001724
YKR017C,HEL1,S000001725
YKR018C,YKR018C,S000001726
YKR019C,IRS4,S000001727
YKR020W,VPS51,S000001728
YKR021W,ALY1,S000001729
YKR022C,NTR2,S000001730
YKR023W,YKR023W,S000001731
YKR024C,DBP7,S000001732
YKR025W,RPC37,S000001733
YKR026C,GCN3,S000001734
YKR027W,BCH2,S000001735
YKR028W,SAP190,S000001736
YKR029C,SET3,S000001737
YKR030W,GMH1,S000001738
YKR031C,SPO14,S000001739
YKR032W,YKR032W,S000001740
YKR033C,YKR033C,S000001741
YKR034W,DAL80,S000001742
YKR035C,OPI8,S000001743
YKR035W-A,DID2,S000006435
YKR036C,CAF4,S000001744
YKR037C,SPC34,S000001745
YKR038C,KAE1,S000001746
YKR039W,GAP1,S000001747
YKR040C,YKR040C,S000001748
YKR041W,YKR041W,S000001749
YKR042W,UTH1,S000001750
YKR043C,SHB17,S000001751
YKR044W,UIP5,S000001752
YKR045C,YKR045C,S000001753
YKR046C,PET10,S000001754
YKR047W,YKR047W,S000001755
YKR048C,NAP1,S000001756
YKR049C,FMP46,S000001757
YKR050W,TRK2,S000001758
YKR051W,YKR051W,S000001759
YKR052C,MRS4,S000001760
YKR053C,YSR3,S000001761
YKR054C,DYN1,S000001762
YKR055W,RHO4,S000001763
YKR056W,TRM2,S000001764
YKR057W,RPS21A,S000001765
YKR058W,GLG1,S000001766
YKR059W,TIF1,S000001767
YKR060W,UTP30,S000001768
YKR061W,KTR2,S000001769
YKR062W,TFA2,S000001770
YKR063C,LAS1,S000001771
YKR064W,OAF3,S000001772
YKR065C,PAM17,S000001773
YKR066C,CCP1,S000001774
YKR067W,GPT2,S000001775
YKR068C,BET3,S000001776
YKR069W,MET1,S000001777
YKR070W,YKR070W,S000001778
YKR071C,DRE2,S000001779
YKR072C,SIS2,S000001780
YKR073C,YKR073C,S000001781
YKR074W,AIM29,S000001782
YKR075C,YKR075C,S000001783
YKR075W-A,YKR075W-A,S000028669
YKR076W,ECM4,S000001784
YKR077W,MSA2,S000001785
YKR078W,YKR078W,S000001786
YKR079C,TRZ1,S000001787
YKR080W,MTD1,S000001788
YKR081C,RPF2,S000001789
YKR082W,NUP133,S000001790
YKR083C,DAD2,S000001791
YKR084C,HBS1,S000001792
YKR085C,MRPL20,S000001793
YKR086W,PRP16,S000001794
YKR087C,OMA1,S000001795
YKR088C,TVP38,S000001796
YKR089C,TGL4,S000001797
YKR090W,PXL1,S000001798
YKR091W,SRL3,S000001799
YKR092C,SRP40,S000001800
YKR093W,PTR2,S000001801
YKR094C,RPL40B,S000001802
YKR095W,MLP1,S000001803
YKR095W-A,PCC1,S000028512
YKR096W,ESL2,S000001804
YKR097W,PCK1,S000001805
YKR098C,UBP11,S000001806
YKR099W,BAS1,S000001807
YKR100C,SKG1,S000001808
YKR101W,SIR1,S000001809
YKR102W,FLO10,S000001810
YKR103W,NFT1,S000001811
YKR104W,YKR104W,S000001812
YKR105C,VBA5,S000001813
YKR106W,GEX2,S000001814
YLL001W,DNM1,S000003924
YLL002W,RTT109,S000003925
YLL003W,SFI1,S000003926
YLL004W,ORC3,S000003927
YLL005C,SPO75,S000003928
YLL006W,MMM1,S000003929
YLL006W-A,YLL006W-A,S000028560
YLL007C,YLL007C,S000003930
YLL008W,DRS1,S000003931
YLL009C,COX17,S000003932
YLL010C,PSR1,S000003933
YLL011W,SOF1,S000003934
YLL012W,YEH1,S000003935
YLL013C,PUF3,S000003936
YLL014W,EMC6,S000003937
YLL015W,BPT1,S000003938
YLL016W,SDC25,S000003939
YLL017W,YLL017W,S000003940
YLL018C,DPS1,S000003941
YLL018C-A,COX19,S000007245
YLL019C,KNS1,S000003942
YLL019W-A,YLL019W-A,S000028670
YLL020C,YLL020C,S000003943
YLL021W,SPA2,S000003944
YLL022C,HIF1,S000003945
YLL023C,POM33,S000003946
YLL024C,SSA2,S000003947
YLL025W,PAU17,S000003948
YLL026W,HSP104,S000003949
YLL027W,ISA1,S000003950
YLL028W,TPO1,S000003951
YLL029W,FRA1,S000003952
YLL030C,RRT7,S000003953
YLL031C,GPI13,S000003954
YLL032C,YLL032C,S000003955
YLL033W,IRC19,S000003956
YLL034C,RIX7,S000003957
YLL035W,GRC3,S000003958
YLL036C,PRP19,S000003959
YLL037W,YLL037W,S000003960
YLL038C,ENT4,S000003961
YLL039C,UBI4,S000003962
YLL040C,VPS13,S000003963
YLL041C,SDH2,S000003964
YLL042C,ATG10,S000003965
YLL043W,FPS1,S000003966
YLL044W,YLL044W,S000003967
YLL045C,RPL8B,S000003968
YLL046C,RNP1,S000003969
YLL047W,YLL047W,S000003970
YLL048C,YBT1,S000003971
YLL049W,LDB18,S000003972
YLL050C,COF1,S000003973
YLL051C,FRE6,S000003974
YLL052C,AQY2,S000003975
YLL053C,YLL053C,S000003976
YLL054C,YLL054C,S000003977
YLL055W,YCT1,S000003978
YLL056C,YLL056C,S000003979
YLL057C,JLP1,S000003980
YLL058W,YLL058W,S000003981
YLL059C,YLL059C,S000003982
YLL060C,GTT2,S000003983
YLL061W,MMP1,S000003984
YLL062C,MHT1,S000003985
YLL063C,AYT1,S000003986
YLL064C,PAU18,S000003987
YLL065W,YLL065W,S000003988
YLL066C,YLL066C,S000003989
YLL066W-A,YLL066W-A,S000028671
YLL066W-B,YLL066W-B,S000028672
YLL067C,YLL067C,S000003990
YLL067W-A,YLL067W-A,S000028673
YLR001C,YLR001C,S000003991
YLR002C,NOC3,S000003992
YLR003C,CMS1,S000003993
YLR004C,THI73,S000003994
YLR005W,SSL1,S000003995
YLR006C,SSK1,S000003996
YLR007W,NSE1,S000003997
YLR008C,PAM18,S000003998
YLR009W,RLP24,S000003999
YLR010C,TEN1,S000004000
YLR011W,LOT6,S000004001
YLR012C,YLR012C,S000004002
YLR013W,GAT3,S000004003
YLR014C,PPR1,S000004004
YLR015W,BRE2,S000004005
YLR016C,PML1,S000004006
YLR017W,MEU1,S000004007
YLR018C,POM34,S000004008
YLR019W,PSR2,S000004009
YLR020C,YEH2,S000004010
YLR021W,IRC25,S000004011
YLR022C,SDO1,S000004012
YLR023C,IZH3,S000004013
YLR024C,UBR2,S000004014
YLR025W,SNF7,S000004015
YLR026C,SED5,S000004016
YLR027C,AAT2,S000004017
YLR028C,ADE16,S000004018
YLR029C,RPL15A,S000004019
YLR030W,YLR030W,S000004020
YLR031W,YLR031W,S000004021
YLR032W,RAD5,S000004022
YLR033W,RSC58,S000004023
YLR034C,SMF3,S000004024
YLR035C,MLH2,S000004025
YLR035C-A,YLR035C-A,S000007225
YLR036C,YLR036C,S000004026
YLR037C,PAU23,S000004027
YLR038C,COX12,S000004028
YLR039C,RIC1,S000004029
YLR040C,AFB1,S000004030
YLR041W,YLR041W,S000004031
YLR042C,YLR042C,S000004032
YLR043C,TRX1,S000004033
YLR044C,PDC1,S000004034
YLR045C,STU2,S000004035
YLR046C,YLR046C,S000004036
YLR047C,FRE8,S000004037
YLR048W,RPS0B,S000004038
YLR049C,YLR049C,S000004039
YLR050C,YLR050C,S000004040
YLR051C,FCF2,S000004041
YLR052W,IES3,S000004042
YLR053C,YLR053C,S000004043
YLR054C,OSW2,S000004044
YLR055C,SPT8,S000004045
YLR056W,ERG3,S000004046
YLR057W,MNL2,S000004047
YLR058C,SHM2,S000004048
YLR059C,REX2,S000004049
YLR060W,FRS1,S000004050
YLR061W,RPL22A,S000004051
YLR062C,BUD28,S000004052
YLR063W,BMT6,S000004053
YLR064W,PER33,S000004054
YLR065C,ENV10,S000004055
YLR066W,SPC3,S000004056
YLR067C,PET309,S000004057
YLR068W,FYV7,S000004058
YLR069C,MEF1,S000004059
YLR070C,XYL2,S000004060
YLR071C,RGR1,S000004061
YLR072W,YLR072W,S000004062
YLR073C,RFU1,S000004063
YLR074C,BUD20,S000004064
YLR075W,RPL10,S000004065
YLR076C,YLR076C,S000004066
YLR077W,FMP25,S000004067
YLR078C,BOS1,S000004068
YLR079W,SIC1,S000004069
YLR080W,EMP46,S000004070
YLR081W,GAL2,S000004071
YLR082C,SRL2,S000004072
YLR083C,EMP70,S000004073
YLR084C,RAX2,S000004074
YLR085C,ARP6,S000004075
YLR086W,SMC4,S000004076
YLR087C,CSF1,S000004077
YLR088W,GAA1,S000004078
YLR089C,ALT1,S000004079
YLR090W,XDJ1,S000004080
YLR091W,GEP5,S000004081
YLR092W,SUL2,S000004082
YLR093C,NYV1,S000004083
YLR094C,GIS3,S000004084
YLR095C,IOC2,S000004085
YLR096W,KIN2,S000004086
YLR097C,HRT3,S000004087
YLR098C,CHA4,S000004088
YLR099C,ICT1,S000004089
YLR099W-A,MIM2,S000007618
YLR100W,ERG27,S000004090
YLR101C,YLR101C,S000004091
YLR102C,APC9,S000004092
YLR103C,CDC45,S000004093
YLR104W,LCL2,S000004094
YLR105C,SEN2,S000004095
YLR106C,MDN1,S000004096
YLR107W,REX3,S000004097
YLR108C,YLR108C,S000004098
YLR109W,AHP1,S000004099
YLR110C,CCW12,S000004100
YLR111W,YLR111W,S000004101
YLR112W,YLR112W,S000004102
YLR113W,HOG1,S000004103
YLR114C,AVL9,S000004104
YLR115W,CFT2,S000004105
YLR116W,MSL5,S000004106
YLR117C,CLF1,S000004107
YLR118C,YLR118C,S000004108
YLR119W,SRN2,S000004109
YLR120C,YPS1,S000004110
YLR120W-A,YLR120W-A,S000028674
YLR121C,YPS3,S000004111
YLR122C,YLR122C,S000004112
YLR123C,YLR123C,S000004113
YLR124W,YLR124W,S000004114
YLR125W,YLR125W,S000004115
YLR126C,YLR126C,S000004116
YLR127C,APC2,S000004117
YLR128W,DCN1,S000004118
YLR129W,DIP2,S000004119
YLR130C,ZRT2,S000004120
YLR131C,ACE2,S000004121
YLR132C,USB1,S000004122
YLR133W,CKI1,S000004123
YLR134W,PDC5,S000004124
YLR135W,SLX4,S000004125
YLR136C,TIS11,S000004126
YLR137W,RKM5,S000004127
YLR138W,NHA1,S000004128
YLR139C,SLS1,S000004129
YLR140W,YLR140W,S000004130
YLR141W,RRN5,S000004131
YLR142W,PUT1,S000004132
YLR143W,DPH6,S000004133
YLR144C,ACF2,S000004134
